rank,uid,username,type,accompany,medal_name,medal_level
1,301804470,ALIN-I,提督,49,u咪来,42
2,25151770,照夜玉柿子,舰长,84,u咪来,33
3,29113754,Epiphyllum丶丶,舰长,84,u咪来,30
4,3494371510979288,万华镜mirai,舰长,44,u咪来,30
5,4713118,我看你也是风韵犹存呢,舰长,79,u咪来,29
6,42547938,咖卜骑糯,舰长,80,u咪来,28
7,506962014,bili_12512606953,舰长,89,u咪来,28
8,16797830,そらのほし,舰长,18,u咪来,28
9,6369479,免肆,舰长,72,u咪来,28
10,395692114,yuki_asakaze,舰长,88,u咪来,27
11,101990044,imay__,舰长,90,u咪来,26
12,62165773,Ar_紫,舰长,78,u咪来,26
13,20567181,小爱同学关下灯,舰长,84,u咪来,26
14,287929635,NuPException,舰长,90,u咪来,26
15,2059921,鬼冢镜,舰长,90,u咪来,26
16,10435062,星虎咪来i,舰长,44,u咪来,25
17,1754674448,云聚日沉,舰长,52,u咪来,24
18,1901524034,不是汉谟是拉比,舰长,11,u咪来,24
19,237079141,_Kev1n_,舰长,20,u咪来,23
20,1168544985,1uxien,舰长,27,u咪来,22
21,1079379125,Tamaki_ii,舰长,7,u咪来,21
22,314881392,leo11544,舰长,17,u咪来,21
23,79213639,小祝歌,舰长,7,u咪来,21
